text,study_label,score,source
"It challenges, this nervy oddity, like modern art should.",positive,1.63157894737,movies
"Whenever you think you've figured out Late Marriage, it throws you for a loop.",positive,1.05263157895,movies
The Pianist is Polanski's best film.,positive,3.26315789474,movies
"It is a testament of quiet endurance, of common concern, of reconciled survival.",positive,1.47368421053,movies
"This Orange has some juice, but it's far from fresh squeezed.",negative,-0.315789473684,movies
"A sensitive, modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China.",positive,1.57894736842,movies
"High Crimes knows the mistakes that bad movies make and is determined not to make them, and maybe that is nobility of a sort.",positive,1.0,movies
Cusack's just brilliant in this.,positive,3.26315789474,movies
Knows how to make our imagination wonder.,positive,2.26315789474,movies
"Jae eun Jeong's Take Care of My Cat brings a beguiling freshness to a coming of age story with such a buoyant, expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema.",positive,2.63157894737,movies
"The overall fabric is hypnotic, and Mr. Mattei fosters moments of spontaneous intimacy.",positive,1.875,movies
"Evokes a palpable sense of disconnection, made all the more poignant by the incessant use of cell phones.",neutral,0.0,movies
Malcolm McDowell is cool. Paul Bettany is cool. Paul Bettany playing Malcolm McDowell? Cool.,positive,1.875,movies
"A touching, sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes.",positive,2.25,movies
...a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self importance,positive,0.25,movies
"An inventive, absorbing movie that's as hard to classify as it is hard to resist.",positive,2.25,movies
"It made me want to get made up and go see this movie with my sisters. I thought the relationships were wonderful, the comedy was funny, and the love 'real'.",positive,2.6875,movies
"(Caine) proves once again he hasn't lost his touch, bringing off a superb performance in an admittedly middling film.",positive,2.125,movies
"Bogdanovich puts history in perspective and, via Kirsten Dunst's remarkable performance, he showcases Davies as a young woman of great charm, generosity and diplomacy.",positive,2.4375,movies
"This breezy caper movie becomes a soulful, incisive meditation on the way we were, and the way we are.",positive,2.0625,movies
A captivating new film.,positive,2.3125,movies
Those who aren't put off by the film's austerity will find it more than capable of rewarding them.,positive,1.5625,movies
"It's a clear eyed portrait of an intensely lived time, filled with nervous energy, moral ambiguity and great uncertainties.",positive,1.875,movies
Reveals how important our special talents can be when put in service of of others. It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them.,positive,1.9375,movies
"With the same sort of good natured fun found in films like Tremors, Eight Legged Freaks is prime escapist fare.",positive,1.8125,movies
"A sharp, amusing study of the cult of celebrity.",positive,2.1875,movies
The sentimental cliches mar an otherwise excellent film. A powerful performance from Mel Gibson and a brutal 90 minute battle sequence that does everything but issue you a dog tag and an M 16.,positive,1.5,movies
"A graceful, moving tribute to the courage of New York's finest and a nicely understated expression of the grief shared by the nation at their sacrifice.",positive,2.375,movies
"A coming of age tale from New Zealand whose boozy, languid air is balanced by a rich visual clarity and deeply felt performances across the board.",positive,2.125,movies
"Made to be Jaglomized is the Cannes Film Festival, the annual Riviera spree of flesh, buzz, blab and money. The charming result is Festival in Cannes.",positive,1.8125,movies
"If you're looking for something new and hoping for something entertaining, you're in luck.",positive,2.375,movies
"A hugely rewarding experience that's every bit as enlightening, insightful and entertaining as Grant's two best films    Four Weddings and a Funeral and Bridget Jones's Diary.",positive,3.1875,movies
A rip roaring comedy action fest that'll put hairs on your chest.,positive,2.9375,movies
"If there's no art here, it's still a good yarn    which is nothing to sneeze at these days.",positive,1.8125,movies
"Simultaneously heart breaking and very funny, The Last Kiss is really all about performances.",positive,2.5,movies
"There is a subversive element to this Disney cartoon, providing unexpected fizzability.",positive,1.3125,movies
"An unforgettable look at morality, family, and social expectation through the prism of that omnibus tradition called marriage.",positive,2.125,movies
"An enjoyable, if occasionally flawed, experiment.",positive,1.25,movies
Miyazaki is one of world cinema's most wondrously gifted artists and storytellers.,positive,3.1875,movies
"If Ayurveda can help us return to a sane regimen of eating, sleeping and stress reducing contemplation, it is clearly a good thing.",positive,1.875,movies
"Meeting, even exceeding expectations, it's the best sequel since The Empire Strikes Back ... a majestic achievement, an epic of astonishing grandeur and surprising emotional depth.",positive,3.61111111111,movies
"Leigh is one of the rare directors who feels acting is the heart and soul of cinema. He allows his cast members to make creative contributions to the story and dialogue. This method almost never fails him, and it works superbly here.",positive,3.05555555556,movies
"Poetry in motion captured on film. While it can be a bit repetitive, overall it's an entertaining and informative documentary.",positive,1.83333333333,movies
