text,study_label,split
$DISH $I $SGBAF - Dish spectrum sale shouldn't face FCC issue - New Street https://t.co/m2nqyRxjBt,positive,train
"$FNJN 'Finjan wins IPR patent trial as the PTAB rules that Juniper Networks failed to prove that Finjan '844 ""Downl… https://t.co/wlOmfcLSK3",positive,train
$MCD - McDonald's settles class action lawsuit https://t.co/9SoYTIcr1L,positive,train
"$TMUS $S - Texas AG settles with T-Mobile, Sprint https://t.co/Beup6Aqvqv",positive,train
Airbus to pay $4 bln to settle corruption probe - French prosecutor #economy #MarketScreener https://t.co/yNFl0nOD6B https://t.co/Qko6XJCAwK,positive,train
"Airbus will pay around $4 billion to settle corruption probes by the U.S., British and French authorities into cont... https://t.co/EMakbF7H9G",positive,train
Alio Gold Settles Arbitration With Maverix Metals  https://t.co/DA3DrYrybW,positive,train
"Banks settle Fannie, Freddie bond-rigging suit for $337M",positive,train
China’s antitrust authority has suspended a probe of Tencent Music https://t.co/W7LjB2MvTa,positive,train
Exxon Mobil : Found Not Guilty of Fraud in Climate-Change Accounting Case #ExxonMobil #Stock #MarketScreener… https://t.co/BAAL3ZX7Af,positive,train
Exxon Mobil prevails in New York climate change lawsuit #economy #MarketScreener https://t.co/nzUeEz2G4O https://t.co/4TQpxKLlzM,positive,train
"Exxon was found not guilty in New York climate change case, ending the 4-year saga for the oil company. https://t.co/T2Zdt3jNiy",positive,train
ExxonMobil wins climate change court fight with New York https://t.co/3WQw4XLbqo,positive,train
Fiat settles tax issue in Italy,positive,train
French regulator ends probe into supermarket Casino and short-seller Muddy Waters,positive,train
HSBC agrees to pay $192 million to resolve U.S. tax probe https://t.co/UP1jTOYd2x via @business https://t.co/FikIgPdI06,positive,train
Judge will not force Uber to convert drivers to employees,positive,train
McDonald : to Pay $26 Million in Wage Suit -- Update #McDonalds #Stock #MarketScreener https://t.co/zoeZqlt5Qo https://t.co/vK42itd5sU,positive,train
McDonald's is paying $26 million to settle a class action lawsuit over wage theft. It's the latest development in a… https://t.co/Aem5z1qESj,positive,train
McDonald's settles class action lawsuit,positive,train
McDonald's to pay $26 million to settle California wage lawsuit https://t.co/ZoqatIJIoU https://t.co/b1fIfJerMN,positive,train
NEW: Goldman Sachs' fine for its role in the 1MDB scandal could be under $2 billion -- far less than what some anal… https://t.co/AY59vwz3iW,positive,train
PG&E nears $1.7B settlement tied to 2017 California wildfires - Bloomberg,positive,train
PG&E Reportedly Nears $1.7 Billion California Wildfires Settlement,positive,train
"Teva, Drugmakers in Talks With U.S. to End Generics Probes",positive,train
"Texas settles with T-Mobile, Sprint over merger: statement",positive,train
U.S. SAID TO DISCUSS GOLDMAN 1MDB SETTLEMENT BELOW $2 BILLION,positive,train
$BAYRY $BAYZF - Bayer seeks reversal of $86M Roundup cancer verdict https://t.co/5bIlpQMyht,neutral,train
$EFX - Four Chinese military hackers charged in Equifax breach https://t.co/QmmOX866Ey,neutral,train
$GOOG $GOOGL - Google rivals want EU to investigate vacation rentals https://t.co/8nXAOxhcqG,neutral,train
$HSBC - HSBC to pay $192M under deferred prosecution agreement https://t.co/lX9m3MsDmm,neutral,train
$VHC: VirnetX Holding confirms appeals court ruling; affirms infringement with respect to VPN-on-demand feature of.… https://t.co/xCVXpaiLRE,neutral,train
6 Citgo executives were released Monday and placed under house arrest after being jailed in Venezuela since Nov. 20… https://t.co/H7ER8hdTHp,neutral,train
A federal grand jury has charged four members of the Chinese People's Liberation Army with hacking Equifax and stea… https://t.co/WlH2V7Nk2e,neutral,train
A judge has temporarily blocked New York's new ban on broker fees paid by renters https://t.co/1QET3Td6Co,neutral,train
"Amazon com : seeks to depose Trump, Esper in lawsuit over cloud computing contract #Amazoncom #Stock… https://t.co/VV5RlkaAZd",neutral,train
Amazon has asked a federal court for permission to get testimony from President Trump and Defense Secretary Mark Es… https://t.co/qfaxvEHtfB,neutral,train
Amazon Moves Court Seeking Stay On Competition Commission Order,neutral,train
Amazon Moves To Depose Trump In Lawsuit Over $10 Billion 'JEDI' Contract | #FreeZeroHedge https://t.co/859jQwnr69,neutral,train
Amazon seeks testimony from Trump in cloud contract appeal https://t.co/0j1Ud0cX5L,neutral,train
American regulators voted to impose new restrictions that prohibit US carriers from using federal subsidies to buy… https://t.co/4frzqlJ2Ey,neutral,train
Anil Ambani Ordered to Pay $100 Million Deposit in Loan Fight,neutral,train
Appeals court tosses Democrats’ emoluments suit against Trump,neutral,train
Attorney General William Barr just announced the U.S. has indicted 4 Chinese hackers in connection with the 2017 Eq… https://t.co/wBtknfTnOQ,neutral,train
AURELIUS Equity Opportunities : files criminal complaint against the responsible managers ... #AURELIUS #Stock… https://t.co/tE0294n6dl,neutral,train
Barr says he’s aiming to wrap up Big Tech antitrust probe next year https://t.co/qC3QCSmAJx,neutral,train
Bayer : faces lengthy Roundup appeals and settlement talks continue #Bayer #Stock #MarketScreener... https://t.co/VNB8mDNAJX,neutral,train
Bayer asks California court to reverse $86 mln Roundup cancer verdict,neutral,train
"Berkeley, California banned gas stoves in new buildings. Here's why some chefs are not happy about it https://t.co/sNOyAQmBz5",neutral,train
Breaking - SEC rejects NYSE proposal to allow companies to raise capital in direct listings,neutral,train
California tells property insurers not to drop policies for homes in wildfire-prone areas https://t.co/sIue2GP0dr,neutral,train
Canada's Transportation Safety Board Investigates Crude Train Derailment,neutral,train
CDC says no single brand is likely responsible for the outbreak of vaping lung disease https://t.co/zY05O5FgNQ,neutral,train
Computer programmers plead guilty to operating popular illegal streaming service sites,neutral,train
CORRECTED-Ex-British Airways executive indicted over alleged JFK Airport bribery scheme,neutral,train
Court: Company must pay for toxic waste on Idaho tribal land,neutral,train
"Daimler, Volvo Win Dismissal of $950 Million Cartel Suit",neutral,train
DOJ Charges 4 Chinese Military Hackers In Equifax Breach | #FreeZeroHedge https://t.co/EmdkTiF5Ib,neutral,train
Emissions fight escalates as California issues ban,neutral,train
Eskom Loses Bid for Higher Tariffs as Court Defers to Regulator,neutral,train
"Expedia, TripAdvisor and dozens of other travel firms ask the EU to investigate Google, claiming it favors its own… https://t.co/fB7GaRtHF1",neutral,train
Ex-Pimco CEO Douglas Hodge Gets Nine Months in College Admission Scam,neutral,train
Exxon Says N.Y. Used Fraud Claims to Score Political Points,neutral,train
FAA may overhaul plane-certification process,neutral,train
FAA weighs plane approval revamp,neutral,train
FCC Chairman Calls for Public Auction of C-Band Airwaves,neutral,train
Fiat Fights Back: Chairman Rejects GM's Allegations Of Union Bribery https://t.co/Zz0vW9I0Cl,neutral,train
Former FedEx manager pleads guilty in package theft scheme,neutral,train
"FSIS Issues Public Health Alert for Products Produced with Romaine From the Salinas, California, Growing Region  https://t.co/PXrcPRAXM1",neutral,train
Ghana Charges Ex-Finance Minister After Collapse of Bank,neutral,train
Hunt for Deadly Vapes Hindered by Marijuana's Legal Patchwork,neutral,train
Justice Department indicts four members of China's military for Equifax hack https://t.co/0NoHkrWqaN,neutral,train
LIVE: U.S. attorney general and FBI deputy director announce cyber-related enforcement action https://t.co/1GNrZOiztO,neutral,train
Microsoft : Amazon files lawsuit contesting Pentagon's $10 billion cloud contract to Micro... #Microsoft #Stock… https://t.co/i66vgcLHZP,neutral,train
N.Y. Broker Commission Ban Is Temporarily Blocked by Judge,neutral,train
New York Sues Trump Administration Over Global Entry Ban,neutral,train
NEW: Student loan reform group sues Education Secretary Betsy DeVos and CFPB Director Kathy Kraninger… https://t.co/TCh02JAAX4,neutral,train
NMC Health : UK's FCA looking into NMC Health's disclosure of co-chair's stake being under... #NMCHealth #Stock… https://t.co/r1sAF1OqSD,neutral,train
NYSE direct listings proposal rejected by SEC https://t.co/iZofLwXuQX,neutral,train
Plea In Supreme Court Against Trial Of WhatsApp Payment Service In India,neutral,train
PMC Case: Supreme Court Puts Sale Of HDIL Assets On Hold,neutral,train
REFILE--Swedbank says it is not aware of alleged violation of U.S. sanctions,neutral,train
Russian manipulators are still abusing Facebook and other platforms. But politics isn't the point. https://t.co/riOQHpiTiT via @bopinion,neutral,train
SEBI Mulls Raising Penalty On Rating Agencies In IL&FS Case,neutral,train
Shopin CEO pleads guilty to two counts of fraud,neutral,train
Social Media Firms Face New U.K. Regulator in Planned Crackdown,neutral,train
Temple Bar Investment Trust : Tackling the illegal wildlife trade as a financial crime #TempleBarInvestmentTrust… https://t.co/92WE7noqWN,neutral,train
"Texas settles with T-Mobile, Sprint over merger: statement https://t.co/gaFw4CS25E https://t.co/A6oBUdPBYA",neutral,train
The future of the U.S. wireless industry hinges on a legal battle kicking off Monday in federal court https://t.co/FUJR3gWAUX,neutral,train
The global warming lawsuit against the oil industry goes to the appeals court https://t.co/nzTEs5IXX3,neutral,train
The National Transportation Safety Board recommended that Boeing redesign part of the outer covering of all 737 Nex… https://t.co/leIFnfMtBW,neutral,train
Transportation Department IG to audit FAA pilot training requirements after Boeing 737 MAX crashes,neutral,train
Transportation Department IG to audit FAA pilot training requirements after Boeing 737 MAX crashes... https://t.co/MDI9CY4Y8F,neutral,train
Turkey Stiffens Manipulation Penalties in Banking Overhaul,neutral,train
U.S. appeals court denies Apple bid for rehearing in VirnetX patent case,neutral,train
U.S. Department of Justice Sides With Global Music Rights https://t.co/MOYNT7XhZ2 https://t.co/6Kjbeilzc2,neutral,train
U.S. Justice Department to review Google's deal for Fitbit - source #Stock #MarketScreener https://t.co/G2O4PZUjNh https://t.co/TbDKLJ0j6E,neutral,train
Uber Urges California Court to End Law That Gives Gig Workers Benefits,neutral,train
United States District Court Sides Again With Park Assist on Motion of Patent Infringement Case,neutral,train
UPDATE 2-VW rejects anti-competitive allegation by parts maker Prevent,neutral,train
US charges four Chinese military officers over Equifax hack https://t.co/VJvbbOlOOm,neutral,train
Washington State's Ban on Flavored and THC Vapes Expires,neutral,train
Wirecard Defends Accounting After Report of Unit’s Delayed Audit,neutral,train
$PYPL - PayPal's Honey Acquisition Makes No Sense. Subscribe to Seeking Alpha for more: https://t.co/wBY7mOoVa5… https://t.co/tulizfE8Vb,negative,train
$VIR: Vir Biotechnolog: GlaxoSmithKline (GSK) to make $250 mln equity investment in the company https://t.co/qJxY2yHrb0,positive,train
"Stock Market Live Updates: Merger fever boosts stocks; Schwab, LVMH soar",positive,train
$AHEXF - Adecco cleared for sale of Soliant Health https://t.co/dfWdcgAivy,neutral,train
$AJX - Great Ajax selling stake in Gaea unit https://t.co/ZpFNWzgGEN,neutral,train
$ALKS - Alkermes completes acquisition of Rodin Therapeutics https://t.co/JOFHZTfnlA,neutral,train
$AMTD: TD Ameritrade to be acquired by Charles Schwab (SCHW) for approximately $26 bln in all-stock transaction https://t.co/y7ZBqeQhis,neutral,train
$BHP $SLGGF $NCMGF - BHP buys additional stake in SolGold for $22M https://t.co/076XRNBkSi,neutral,train
$CB - Chubb to purchase additional 15.3% stake in Huatai Insurance https://t.co/bh96BckrDC,neutral,train
$CB: Chubb to purchase additional 15.3% of Huatai Insurance Group Company Limited https://t.co/uIoFJErZtw,neutral,train
"$CBS $VIA $VIAB - CBS, Viacom hope to close merger next week https://t.co/9JVG5J9CV9",neutral,train
$COP - ConocoPhillips seeking sales of Alaska assets - report https://t.co/fhl0FmdTfa,neutral,train
"$COTY - Kylie Cosmetics Deal, Potential Professional Beauty Spin-Off Make Coty A Buy. Keep reading:… https://t.co/ba6Yn3vGxy",neutral,train
$DTEGY $DTEGF - Hungary's 4iG calls off purchase of T-Systems unit https://t.co/mY43nNN45s,neutral,train
$EBAY - EBay nears deal to sell StubHub - WSJ https://t.co/AtzNmPTVTw,neutral,train
$EBAY could disclose an agreement to sell StubHub to Viagogo for about $4 billion  https://t.co/ZjlBlkXGlg,neutral,train
$EBAY: eBay confirms deal to sell StubHub to viagogo for a purchase price of $4.05 billion in cash https://t.co/bYgcYAylWY,neutral,train
$EVI $CLE - EVI Industries to acquire Commercial Laundry Equipment Company https://t.co/P1o8hQjea4,neutral,train
$FLOW $APO - Apollo near deal to buy SPX Flow power unit for $700M - Bloomberg https://t.co/PQFYbjxRss,neutral,train
$FLOW $APO - SPX Flow confirms deal to sell part of power and energy unit to Apollo Global https://t.co/5BJSd7mGqM,neutral,train
$FLOW: SPX FLOW confirms deal to sell substantial portion of former Power and Energy reportable segment to Apollo... https://t.co/THAiKLuD8X,neutral,train
$FQVLF $RIO - First Quantum pours cold water on takeover talk https://t.co/MsgBAiYuO9,neutral,train
$GATX - GATX to sell American Steamship Company business segment https://t.co/AXjJVbiib6,neutral,train
